uprn,x_coordinate,y_coordinate,latitude,longitude,last_update_date
100070478808,409694,283505,52.4494346,-1.8587851,2016-02-10
100070478806,409694,283510,52.4494796,-1.858785,2016-02-10
100070478800,409694,283522,52.4495875,-1.8587847,2018-09-23
100070478798,409694,283525,52.4496144,-1.8587846,2016-02-10
100070478796,409694,283528,52.4496414,-1.8587845,2018-09-23
100070478804,409694,283513,52.4495065,-1.8587849,2016-02-10
100070478802,409694,283518,52.4495515,-1.8587848,2016-02-10
100070478792,409695,283536,52.4497133,-1.8587695,2018-09-23
100070478789,409695,283543,52.4497762,-1.8587693,2018-09-23
100070478787,409695,283546,52.4498032,-1.8587693,2016-02-10
100070478791,409695,283539,52.4497403,-1.8587695,2018-09-23
100070478794,409695,283532,52.4496773,-1.8587697,2016-02-10
10024449341,409696,283571,52.4500279,-1.8587538,2018-11-12
100070327355,409696,283571,52.4500279,-1.8587538,2018-11-12
100070478785,409696,283550,52.4498391,-1.8587544,2017-07-30
10090440237,409294.77,283599.14,52.4502877,-1.8646568,2017-07-30
10093617081,409302,283513,52.4495132,-1.8645528,2016-10-15
100071417217,409308.46,283519.24,52.4495692,-1.8644575,2016-02-10
100071421692,409317,283636,52.4506187,-1.8643287,2019-03-13
10093615766,409322.43,283568.51,52.4500119,-1.8642506,2017-02-12
10024337061,409325,283575,52.4500702,-1.8642126,2017-02-12
10091116334,409325.05,283612.56,52.4504079,-1.8642109,2016-02-10
10025496759,409337.28,283626.06,52.450529,-1.8640306,2018-12-17
100071302174,409359,283640,52.450654,-1.8637106,2020-03-19
100071421979,409359,283640,52.450654,-1.8637106,2016-02-10
100071421980,409364,283630,52.450564,-1.8636373,2016-02-10
100071302177,409364.2,283629.5,52.4505595,-1.8636344,2016-02-10
100071302176,409364.2,283629.5,52.4505595,-1.8636344,2016-02-10
10023494580,409365,283597,52.4502673,-1.8636235,2021-09-08
100071421727,409366.74,283625.69,52.4505252,-1.8635971,2016-02-10
100071421720,409366.74,283625.69,52.4505252,-1.8635971,2016-02-10
100071302175,409359,283640,52.450654,-1.8637106,2021-08-24
200001803799,409293,283629,52.4505562,-1.864682,2018-11-12
100071573300,409366.74,283625.69,52.4505252,-1.8635971,2016-02-10
100070527486,409356,283643,52.450681,-1.8637546,2016-02-10
100070527489,409361,283635,52.450609,-1.8636813,2018-11-12
100070527485,409351,283648,52.450726,-1.8638281,2016-02-10
10091555551,409442.29,283520.36,52.449577,-1.8624883,2018-09-23
100070327267,409448,283564,52.4499693,-1.8624031,2016-02-10
100070327268,409453,283565,52.4499782,-1.8623295,2018-11-12
100071394584,409461,283528,52.4496454,-1.8622128,2016-02-10
100070327273,409468,283570,52.4500229,-1.8621087,2016-02-10
100070327275,409472,283571,52.4500318,-1.8620498,2016-02-10
100070327276,409481,283544,52.4497889,-1.8619181,2018-09-23
100070327281,409488,283577,52.4500854,-1.8618142,2016-02-10
100070327283,409494,283579,52.4501033,-1.8617259,2018-11-12
100070327284,409502,283543,52.4497795,-1.8616091,2020-07-20
100070327289,409510,283579,52.4501031,-1.8614904,2018-09-23
100070327291,409516,283579,52.450103,-1.8614021,2016-02-10
100070327292,409521,283552,52.4498601,-1.8613293,2018-11-12
100070327271,409463,283568,52.450005,-1.8621823,2018-11-12
100070327279,409484,283576,52.4500765,-1.8618731,2018-09-23
100070327287,409505,283579,52.4501031,-1.861564,2016-02-10
100070327270,409465,283539,52.4497442,-1.8621537,2018-11-12
100070327278,409485,283545,52.4497978,-1.8618592,2018-11-12
100070327286,409503,283550,52.4498425,-1.8615942,2018-11-12
100070327269,409458,283566,52.4499871,-1.8622559,2018-09-23
100070327277,409478,283573,52.4500497,-1.8619614,2018-11-12
100070327285,409501,283578,52.4500942,-1.8616229,2016-02-10
100070327293,409521,283579,52.4501029,-1.8613286,2016-02-10
100070327272,409470,283540,52.4497531,-1.8620801,2016-02-10
100070327280,409491,283546,52.4498067,-1.8617709,2018-09-23
100070327288,409510,283551,52.4498513,-1.8614912,2016-02-10
100070327274,409475,283542,52.449771,-1.8620064,2018-11-12
100070327282,409494,283548,52.4498246,-1.8617267,2018-11-12
100070327290,409516,283551,52.4498512,-1.8614029,2016-02-10
100071421972,409423,283543,52.4497809,-1.8627715,2018-09-23
10094291334,409416,283553,52.4498709,-1.8628743,2020-07-20
10025575331,409395.33,283561.35,52.4499463,-1.8631782,2018-12-17
100071394583,409407,283562,52.449952,-1.8630064,2020-04-21
10033394457,409411,283570,52.4500238,-1.8629474,2016-09-07
100071394582,409411,283570,52.4500238,-1.8629474,2016-02-10
100071394581,409402,283574,52.4500599,-1.8630797,2018-11-12
10093617312,409402,283574,52.4500599,-1.8630797,2016-10-15
10093617271,409402,283574,52.4500599,-1.8630797,2016-10-15
100071302183,409400,283579,52.4501049,-1.863109,2021-05-19
100071394580,409400,283579,52.4501049,-1.863109,2018-11-12
100071302182,409396.3,283585.6,52.4501643,-1.8631632,2016-02-10
10090435963,409396.3,283585.6,52.4501643,-1.8631632,2018-09-23
100071394579,409396.3,283585.6,52.4501643,-1.8631632,2016-09-07
100071394578,409392,283587,52.450177,-1.8632265,2016-02-10
100071302181,409392,283587,52.450177,-1.8632265,2016-02-10
100071394577,409392,283587,52.450177,-1.8632265,2016-02-10
100071394576,409388,283593,52.450231,-1.8632852,2021-09-08
100071394575,409388,283593,52.450231,-1.8632852,2016-02-10
100071302180,409388,283593,52.450231,-1.8632852,2021-05-19
100071394574,409392,283601,52.4503028,-1.8632261,2018-09-23
200001926129,409412,283557,52.4499069,-1.862933,2020-04-21
100070527494,409416,283553,52.4498709,-1.8628743,2020-07-20
100070527492,409402,283574,52.4500599,-1.8630797,2018-11-12
100070527495,409420,283548,52.4498259,-1.8628156,2018-09-23
100070527493,409414,283558,52.4499159,-1.8629036,2016-02-10
100070327327,409604,283576,52.4500745,-1.8601074,2016-02-10
100070327324,409605,283550,52.4498407,-1.8600934,2016-02-10
100070327329,409609,283576,52.4500744,-1.8600338,2020-07-20
100070327331,409614,283576,52.4500743,-1.8599602,2018-11-12
100070327328,409615,283550,52.4498405,-1.8599463,2016-02-10
100070327335,409623,283576,52.4500741,-1.8598278,2018-09-23
100070327332,409625,283549,52.4498314,-1.8597992,2018-09-23
100070327337,409628,283575,52.4500651,-1.8597543,2016-02-10
100070327339,409633,283575,52.450065,-1.8596807,2016-02-10
100070327336,409636,283548,52.4498222,-1.8596373,2016-02-10
100070327343,409642,283574,52.4500558,-1.8595483,2018-11-12
100070327340,409645,283548,52.449822,-1.8595049,2016-02-10
100070327345,409649,283574,52.4500557,-1.8594453,2016-02-10
100070327347,409653,283574,52.4500556,-1.8593865,2018-11-12
100070327344,409656,283547,52.4498129,-1.8593431,2016-02-10
100070327351,409662,283574,52.4500555,-1.859254,2016-02-10
100070327348,409667,283547,52.4498127,-1.8591812,2016-02-10
100070327353,409667,283574,52.4500554,-1.8591805,2018-11-12
100070327352,409674,283547,52.4498126,-1.8590782,2016-02-10
100070327326,409611,283550,52.4498406,-1.8600051,2016-02-10
100070327334,409630,283549,52.4498313,-1.8597256,2016-02-10
100070327342,409651,283548,52.4498219,-1.8594166,2016-02-10
100070327350,409671,283547,52.4498126,-1.8591224,2018-09-23
100070327333,409618,283576,52.4500742,-1.8599014,2020-07-20
100070327341,409638,283575,52.4500649,-1.8596071,2018-11-12
100070327349,409658,283574,52.4500556,-1.8593129,2018-11-12
100070327330,409621,283549,52.4498315,-1.859858,2016-02-10
100070327338,409641,283548,52.4498221,-1.8595638,2016-02-10
100070327346,409661,283547,52.4498128,-1.8592695,2016-02-10
100070327354,409671,283574,52.4500553,-1.8591216,2016-02-10
100070327294,409525,283552,52.4498601,-1.8612705,2018-11-12
100070327295,409526,283578,52.4500938,-1.861255,2020-07-20
100070327297,409530,283578,52.4500937,-1.8611962,2018-09-23
100070327299,409537,283579,52.4501026,-1.8610931,2016-02-10
100070327300,409541,283551,52.4498508,-1.8610351,2016-02-10
100070327302,409546,283551,52.4498507,-1.8609615,2016-02-10
100070327303,409547,283579,52.4501024,-1.860946,2018-09-23
100070327304,409550,283551,52.4498507,-1.8609026,2016-02-10
100070327305,409551,283579,52.4501024,-1.8608871,2016-02-10
100070327307,409556,283579,52.4501023,-1.8608136,2016-02-10
100070327308,409562,283551,52.4498504,-1.8607261,2016-02-10
100070327311,409566,283578,52.4500931,-1.8606665,2018-09-23
100070327310,409567,283550,52.4498414,-1.8606525,2016-02-10
100070327312,409572,283551,52.4498503,-1.8605789,2016-02-10
100070327313,409572,283578,52.450093,-1.8605782,2018-09-23
100070327315,409576,283578,52.4500929,-1.8605193,2016-02-10
100070327316,409583,283550,52.4498411,-1.8604171,2016-02-10
100070327319,409585,283577,52.4500838,-1.8603869,2016-02-10
100070327321,409591,283578,52.4500927,-1.8602986,2018-09-23
100070327320,409593,283550,52.4498409,-1.86027,2016-02-10
100070327323,409594,283577,52.4500836,-1.8602545,2016-02-10
100070327318,409588,283550,52.449841,-1.8603435,2016-02-10
100070327301,409542,283580,52.4501115,-1.8610195,2016-02-10
100070327309,409561,283579,52.4501022,-1.86074,2016-02-10
100070327317,409580,283578,52.4500929,-1.8604605,2016-02-10
100070327325,409599,283577,52.4500836,-1.8601809,2018-09-23
100070327296,409531,283552,52.44986,-1.8611822,2016-02-10
100070327298,409537,283551,52.4498509,-1.8610939,2016-02-10
100070327306,409557,283551,52.4498505,-1.8607996,2016-02-10
100070327314,409579,283551,52.4498502,-1.8604759,2016-02-10
100070327322,409600,283551,52.4498498,-1.8601669,2016-02-10
100071421928,409278,283626,52.4505295,-1.8649028,2016-02-10
100070282725,409447,283624,52.4505087,-1.8624162,2016-02-10
100070282727,409449,283626,52.4505266,-1.8623867,2018-11-12
100070282729,409455,283627,52.4505355,-1.8622984,2016-02-10
100070282731,409459,283628,52.4505444,-1.8622395,2018-11-12
100070282733,409466,283629,52.4505533,-1.8621365,2018-09-23
100070282735,409468,283631,52.4505712,-1.862107,2018-09-23
100070282737,409474,283633,52.4505891,-1.8620186,2018-11-12
100070282739,409478,283634,52.450598,-1.8619597,2018-11-12
100070282741,409484,283636,52.4506159,-1.8618714,2016-02-10
100070282743,409489,283637,52.4506248,-1.8617978,2018-11-12
100070282745,409494,283637,52.4506247,-1.8617242,2018-09-23
100070282747,409501,283637,52.4506246,-1.8616212,2016-02-10
100070282749,409503,283639,52.4506426,-1.8615918,2016-02-10
100070282723,409440,283623,52.4504998,-1.8625192,2018-11-12
100070282810,409623,283659,52.4508203,-1.8598255,2018-11-12
100070282805,409625,283634,52.4505955,-1.8597968,2016-02-10
100070282807,409629,283634,52.4505955,-1.8597379,2016-02-10
100071421596,409629,283659,52.4508202,-1.8597372,2018-09-23
100070282813,409634,283660,52.4508291,-1.8596636,2018-11-12
100070282811,409636,283634,52.4505953,-1.8596349,2016-02-10
100070282815,409640,283660,52.450829,-1.8595753,2018-11-12
100070282816,409649,283634,52.4505951,-1.8594436,2016-02-10
100070282819,409653,283659,52.4508198,-1.859384,2016-02-10
100070282821,409657,283659,52.4508197,-1.8593252,2016-02-10
100070282823,409661,283659,52.4508197,-1.8592663,2016-02-10
100070282824,409663,283634,52.4505949,-1.8592376,2016-02-10
100070282827,409670,283660,52.4508285,-1.8591339,2016-02-10
100070282829,409674,283659,52.4508194,-1.859075,2016-02-10
100070282831,409678,283659,52.4508194,-1.8590162,2016-02-10
100070282832,409679,283631,52.4505676,-1.8590023,2016-02-10
100070282837,409689,283634,52.4505944,-1.858855,2018-09-23
100070282835,409695,283657,52.4508011,-1.8587661,2018-09-23
100070282818,409652,283634,52.4505951,-1.8593995,2018-09-23
100070282826,409666,283634,52.4505948,-1.8591935,2016-02-10
100070282834,409683,283634,52.4505945,-1.8589433,2016-02-10
100070282836,409687,283634,52.4505945,-1.8588845,2016-02-10
100070282809,409632,283633,52.4505864,-1.8596938,2016-02-10
100070282817,409646,283660,52.4508289,-1.859487,2018-11-12
100070282825,409665,283659,52.4508196,-1.8592075,2016-02-10
100070282833,409682,283659,52.4508193,-1.8589573,2016-02-10
100070282828,409672,283634,52.4505947,-1.8591052,2016-02-10
100070282820,409656,283632,52.450577,-1.8593407,2016-02-10
100070282812,409639,283634,52.4505953,-1.8595908,2016-02-10
100070282808,409617,283659,52.4508204,-1.8599138,2018-09-23
100070282804,409610,283660,52.4508295,-1.8600167,2018-11-12
100070282814,409643,283634,52.4505952,-1.8595319,2016-02-10
100070282822,409659,283634,52.4505949,-1.8592965,2016-02-10
100070282830,409675,283634,52.4505947,-1.859061,2016-02-10
100070282838,409693,283633,52.4505854,-1.8587962,2018-09-23
100070478769,409687,283655,52.4507832,-1.8588839,2016-02-10
100070282751,409508,283638,52.4506335,-1.8615182,2016-02-10
100070282753,409512,283638,52.4506334,-1.8614594,2016-02-10
100070282755,409517,283638,52.4506333,-1.8613858,2018-11-12
100070282757,409523,283637,52.4506243,-1.8612975,2016-02-10
100070282759,409527,283637,52.4506242,-1.8612387,2020-07-20
100070282761,409532,283637,52.4506241,-1.8611651,2018-11-12
100070282763,409537,283637,52.450624,-1.8610915,2016-02-10
100070282765,409544,283638,52.4506329,-1.8609885,2016-02-10
100070282767,409548,283637,52.4506238,-1.8609297,2016-02-10
100070282769,409552,283637,52.4506238,-1.8608708,2018-09-23
100070282771,409556,283637,52.4506237,-1.860812,2018-09-23
100070282773,409560,283636,52.4506146,-1.8607531,2016-02-10
100070282775,409563,283636,52.4506146,-1.860709,2016-02-10
100070282777,409567,283636,52.4506145,-1.8606501,2016-02-10
100070282779,409572,283636,52.4506144,-1.8605766,2018-09-23
100070282781,409577,283636,52.4506143,-1.860503,2016-02-10
100070282783,409581,283636,52.4506143,-1.8604441,2018-09-23
100070282785,409584,283636,52.4506142,-1.8604,2016-02-10
100070282787,409588,283636,52.4506141,-1.8603411,2020-07-20
100070282789,409592,283635,52.4506051,-1.8602823,2016-02-10
100070282791,409595,283635,52.450605,-1.8602382,2016-02-10
100070282793,409599,283635,52.450605,-1.8601793,2016-02-10
100070282795,409603,283635,52.4506049,-1.8601204,2016-02-10
100070282797,409607,283635,52.4506048,-1.8600616,2016-02-10
100070282799,409612,283635,52.4506047,-1.859988,2016-02-10
100070282801,409616,283635,52.4506047,-1.8599292,2016-02-10
100070282803,409621,283635,52.4506046,-1.8598556,2018-09-23
100071421926,409291,283690,52.4511046,-1.8647098,2016-02-10
10091517588,409293.02,283674.22,52.4509627,-1.8646805,2018-09-23
100071394585,409302,283673,52.4509516,-1.8645484,2016-02-10
10023491845,409305.13,283666.92,52.4508969,-1.8645025,2016-05-06
10023494757,409308,283697,52.4511673,-1.8644595,2021-09-08
10024983081,409324.05,283698.5,52.4511805,-1.8642232,2021-09-08
100071412801,409362.1,283681.7,52.4510288,-1.8636638,2016-02-10
100070282734,409443,283654,52.4507784,-1.8624742,2018-11-12
100070282736,409449,283655,52.4507873,-1.8623859,2016-02-10
100070282738,409452,283657,52.4508053,-1.8623417,2016-02-10
100070282740,409457,283657,52.4508052,-1.8622681,2016-02-10
100070282742,409462,283659,52.4508231,-1.8621945,2018-11-12
100070282744,409467,283659,52.450823,-1.8621209,2018-11-12
100070527484,409350,283652,52.450762,-1.8638427,2016-02-10
100070527496,409290,283696,52.4511586,-1.8647243,2016-02-10
10094291225,409693.03,283803.03,52.4521139,-1.8587909,2018-08-10
10091912997,409693.03,283803.03,52.4521139,-1.8587909,2016-07-23
10090435721,409693.03,283803.03,52.4521139,-1.8587909,2018-08-11
10094291223,409693.03,283803.03,52.4521139,-1.8587909,2018-08-10
10094291224,409693.03,283803.03,52.4521139,-1.8587909,2018-08-10
10090435722,409692.79,283795.53,52.4520465,-1.8587947,2016-02-10
10090255513,409697.66,283785.68,52.4519579,-1.8587233,2016-02-10
10093331264,409661.28,283720.4,52.4513716,-1.8592605,2018-09-23
10093331266,409661.28,283720.4,52.4513716,-1.8592605,2018-09-23
10093331267,409661.28,283720.4,52.4513716,-1.8592605,2018-09-23
10093331265,409661.28,283720.4,52.4513716,-1.8592605,2021-08-02
10091555549,409661.28,283720.4,52.4513716,-1.8592605,2018-09-23
10090244909,409661.28,283720.4,52.4513716,-1.8592605,2021-07-02
10090244910,409661.28,283720.4,52.4513716,-1.8592605,2016-06-17
10090244911,409661.28,283720.4,52.4513716,-1.8592605,2018-09-23
10090244908,409661.28,283720.4,52.4513716,-1.8592605,2016-06-17
100070502338,409595,283818,52.4522502,-1.860233,2016-02-10
100070502330,409594,283834,52.4523941,-1.8602473,2016-02-10
100070478761,409699,283818,52.4522484,-1.8587027,2016-02-10
100070502332,409594,283831,52.4523671,-1.8602473,2016-02-10
100070502340,409596,283815,52.4522232,-1.8602184,2016-02-10
100070502348,409597,283799,52.4520794,-1.8602041,2016-02-10
100070478758,409699,283837,52.4524192,-1.8587021,2018-09-23
100070478760,409699,283824,52.4523024,-1.8587025,2016-02-10
200002862445,409629,283733,52.4514855,-1.8597351,2016-02-10
100070360940,409611,283744,52.4515847,-1.8599997,2018-11-12
100070360961,409616,283772,52.4518363,-1.8599253,2016-02-10
100070360962,409620,283772,52.4518362,-1.8598664,2018-09-23
100071412800,409620,283772,52.4518362,-1.8598664,2018-09-23
10093331314,409629,283733,52.4514855,-1.8597351,2016-06-11
10091515359,409629,283733,52.4514855,-1.8597351,2016-02-10
100070502346,409597,283803,52.4521153,-1.860204,2016-02-10
100070502336,409595,283822,52.4522862,-1.8602329,2016-02-10
100070502344,409596,283806,52.4521423,-1.8602186,2016-02-10
100070502352,409598,283791,52.4520074,-1.8601896,2016-02-10
100070478759,409699,283832,52.4523743,-1.8587023,2016-02-10
100070502334,409594,283826,52.4523221,-1.8602475,2018-11-12
100070502342,409596,283811,52.4521873,-1.8602185,2016-02-10
100070502350,409597,283795,52.4520434,-1.8602042,2018-09-23
100071421725,409284,283710,52.4512845,-1.8648122,2016-02-10
10094974732,409297,283759,52.4517248,-1.8646196,2020-02-14
100071421652,409298,283752,52.4516619,-1.8646051,2018-11-12
100071421651,409298,283752,52.4516619,-1.8646051,2018-11-12
100071394558,409299.79,283766.26,52.4517901,-1.8645784,2020-01-12
100071421874,409301,283747,52.4516169,-1.8645611,2016-02-10
100071421638,409307,283737,52.4515269,-1.8644731,2020-09-01
100070527482,409304,283743,52.4515809,-1.8645171,2016-02-10
100071394567,409315,283714,52.45132,-1.864356,2018-11-12
100070527481,409298,283752,52.4516619,-1.8646051,2016-02-10
100070527480,409297,283759,52.4517248,-1.8646196,2020-02-14
10090251196,409843.14,283826.69,52.452324,-1.8565814,2016-02-10
10090251194,409843.14,283826.69,52.452324,-1.8565814,2017-06-18
10090251195,409843.14,283826.69,52.452324,-1.8565814,2016-02-10
100071421049,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421351,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421348,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421356,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421354,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421051,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421350,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421052,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421347,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421355,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421353,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421050,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421349,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421357,409843.63,283855,52.4525785,-1.8565734,2016-02-10
100071421352,409843.63,283855,52.4525785,-1.8565734,2016-02-10
10091551936,409879.34,283862.72,52.4526473,-1.8560477,2016-02-10
100071418111,409904.79,283746.5,52.451602,-1.8556766,2018-11-12
10023500214,409920,283852,52.4525502,-1.8554497,2021-09-08
100071421133,409900,283900,52.4529821,-1.8557426,2016-11-27
100071421129,409900,283900,52.4529821,-1.8557426,2016-11-27
100071421132,409900,283900,52.4529821,-1.8557426,2016-11-27
100071421130,409900,283900,52.4529821,-1.8557426,2016-11-27
100071421122,409900,283900,52.4529821,-1.8557426,2016-11-27
100071570840,409843.63,283855,52.4525785,-1.8565734,2016-02-10
200002862450,409928,283818,52.4522444,-1.855333,2018-11-12
10094291129,409280,283795,52.4520488,-1.8648688,2018-11-12
10094291333,409285,283783,52.4519408,-1.8647955,2018-08-10
10094291332,409285,283783,52.4519408,-1.8647955,2018-08-10
100070527478,409285,283783,52.4519408,-1.8647955,2018-08-11
100070527476,409280,283795,52.4520488,-1.8648688,2018-11-12
100070527477,409283,283790,52.4520038,-1.8648248,2016-02-10
100070365525,409441,283829,52.4523517,-1.8624988,2016-02-10
100070365527,409445,283831,52.4523696,-1.8624399,2018-11-12
100070365529,409450,283831,52.4523696,-1.8623663,2016-02-10
10024332908,409450,283866.8,52.4526914,-1.8623653,2016-02-10
100070365531,409453,283834,52.4523965,-1.8623221,2018-11-12
100070365533,409459,283835,52.4524054,-1.8622337,2016-02-10
100070365538,409461,283860,52.4526301,-1.8622036,2016-02-10
100070365535,409463,283836,52.4524143,-1.8621749,2018-11-12
100070365536,409467,283837,52.4524232,-1.862116,2016-02-10
100070365540,409472,283867,52.4526928,-1.8620416,2016-02-10
100070365537,409474,283839,52.4524411,-1.8620129,2016-02-10
100070365542,409476,283865,52.4526748,-1.8619828,2016-02-10
100070365539,409479,283839,52.452441,-1.8619393,2016-02-10
100070365544,409481,283867,52.4526927,-1.8619091,2016-02-10
100070365546,409485,283867,52.4526926,-1.8618503,2016-02-10
100070365541,409486,283840,52.4524499,-1.8618363,2016-02-10
100070365548,409491,283868,52.4527015,-1.8617619,2016-02-10
100070365543,409492,283841,52.4524587,-1.861748,2016-02-10
100070365550,409495,283869,52.4527104,-1.8617031,2016-02-10
100070365545,409497,283841,52.4524587,-1.8616744,2018-09-23
100070365547,409501,283841,52.4524586,-1.8616156,2016-02-10
100070365552,409501,283866,52.4526833,-1.8616149,2019-11-24
100070365549,409505,283842,52.4524675,-1.8615567,2016-02-10
100070365554,409505,283868,52.4527012,-1.8615559,2018-09-23
100070365516,409400,283843,52.4524783,-1.8631017,2016-02-10
100070365524,409418,283851,52.4525499,-1.8628366,2016-02-10
100070365532,409437,283860,52.4526305,-1.8625568,2018-11-12
100070365518,409404,283845,52.4524962,-1.8630428,2016-02-10
100070365526,409423,283853,52.4525678,-1.862763,2016-02-10
100070365534,409441,283861,52.4526394,-1.8624979,2016-02-10
100070365520,409410,283845,52.4524961,-1.8629545,2018-11-12
100070365528,409428,283855,52.4525857,-1.8626893,2018-09-23
100070365522,409413,283847,52.452514,-1.8629103,2018-11-12
100070365530,409431,283858,52.4526126,-1.8626451,2018-11-12
100071421659,409285,283914,52.4531185,-1.864792,2018-11-12
100070317385,409289,283885,52.4528577,-1.8647339,2018-11-12
100070317387,409294,283888,52.4528846,-1.8646602,2021-08-21
100070317384,409295,283854,52.4525789,-1.8646465,2018-11-12
100070317389,409300,283890,52.4529025,-1.8645719,2016-02-10
100070317386,409302,283858,52.4526148,-1.8645433,2018-11-12
100071381897,409303.23,283926.7,52.4532324,-1.8645234,2018-11-12
100071381899,409303.23,283926.7,52.4532324,-1.8645234,2018-11-12
100070317390,409312,283863,52.4526595,-1.8643961,2016-02-10
10091515424,409312,283863,52.4526595,-1.8643961,2016-02-10
10091515423,409312,283863,52.4526595,-1.8643961,2016-02-10
10091515422,409312,283863,52.4526595,-1.8643961,2016-02-10
10091515421,409312,283863,52.4526595,-1.8643961,2016-02-10
100070317393,409316,283898,52.4529741,-1.8643362,2018-11-12
100070317392,409316,283865,52.4526775,-1.8643371,2018-11-12
100070317397,409320,283900,52.452992,-1.8642773,2016-02-10
100070317395,409322,283867,52.4526953,-1.8642488,2018-11-12
100070317398,409331,283873,52.4527491,-1.8641162,2018-11-12
100070317401,409332,283906,52.4530458,-1.8641006,2016-02-10
100070317400,409334,283874,52.4527581,-1.864072,2021-08-24
100070317383,409284,283883,52.4528398,-1.8648075,2018-11-12
100070317391,409305,283892,52.4529204,-1.8644983,2018-11-12
100070317399,409328,283903,52.4530189,-1.8641595,2016-02-10
100070317394,409310,283895,52.4529473,-1.8644246,2016-02-10
100070317388,409306,283861,52.4526417,-1.8644844,2018-11-12
100070317396,409325,283869,52.4527133,-1.8642046,2018-11-12
100071421640,409331,283732,52.4514815,-1.8641201,2016-02-10
100071421660,409331,283732,52.4514815,-1.8641201,2017-12-03
100070360870,409348,283733,52.4514902,-1.8638699,2020-07-20
100070360872,409353,283734,52.4514992,-1.8637963,2018-11-12
100071421597,409359,283737,52.451526,-1.8637079,2018-11-12
100070360879,409374,283743,52.4515797,-1.863487,2018-11-12
100070360881,409381,283747,52.4516156,-1.8633839,2016-02-10
10023510712,409393,283749,52.4516333,-1.8632073,2016-02-10
10023507353,409393,283749,52.4516333,-1.8632073,2016-02-10
10023507352,409393,283749,52.4516333,-1.8632073,2016-02-10
100070360887,409396,283749,52.4516333,-1.8631631,2016-02-10
100070360889,409402,283750,52.4516422,-1.8630748,2020-07-20
100070360891,409405,283753,52.4516691,-1.8630306,2016-02-10
100070360875,409364,283739,52.4515439,-1.8636343,2018-11-12
100070360883,409386,283747,52.4516155,-1.8633103,2018-11-12
100070360877,409369,283741,52.4515618,-1.8635607,2018-11-12
10094291220,409646.38,283851.62,52.4525516,-1.859476,2018-08-10
100070365583,409596,283855,52.4525828,-1.8602172,2016-02-10
100070365585,409602,283856,52.4525917,-1.8601289,2016-02-10
100070365587,409606,283857,52.4526006,-1.86007,2016-02-10
10093616303,409645.66,283858.41,52.4526126,-1.8594864,2016-10-15
10093616304,409645.66,283858.41,52.4526126,-1.8594864,2016-10-15
10093616302,409645.66,283858.41,52.4526126,-1.8594864,2016-10-15
10093616305,409645.66,283858.41,52.4526126,-1.8594864,2016-10-15
10090438512,409645.66,283858.41,52.4526126,-1.8594864,2016-10-17
10093616306,409645.66,283858.41,52.4526126,-1.8594864,2016-10-15
10091752744,409645.66,283858.41,52.4526126,-1.8594864,2016-02-10
10091555550,409634.47,283861.05,52.4526365,-1.859651,2016-02-10
100070365604,409682,283867,52.4526892,-1.8589514,2016-02-10
100070365603,409676,283867,52.4526893,-1.8590397,2016-02-10
100070365579,409587,283855,52.452583,-1.8603497,2016-02-10
100070365581,409592,283855,52.4525829,-1.8602761,2016-02-10
100070365589,409610,283857,52.4526006,-1.8600112,2016-02-10
100070365605,409694,283867,52.452689,-1.8587748,2016-02-10
100070478757,409700,283847,52.4525091,-1.8586871,2016-02-10
100070478755,409699,283864,52.452662,-1.8587014,2016-02-10
100070478756,409702,283851,52.452545,-1.8586576,2016-02-10
100070365559,409527,283846,52.4525031,-1.8612328,2016-02-10
100070365561,409532,283847,52.452512,-1.8611592,2016-02-10
100070365564,409536,283875,52.4527636,-1.8610996,2020-07-20
100070365563,409536,283848,52.4525209,-1.8611003,2016-02-10
10090432316,409537.56,283907.11,52.4530523,-1.8610757,2018-09-23
100070365567,409546,283849,52.4525297,-1.8609532,2018-09-23
100070365569,409550,283849,52.4525297,-1.8608943,2016-02-10
100070365571,409554,283850,52.4525386,-1.8608354,2016-02-10
100070365575,409562,283851,52.4525474,-1.8607177,2018-09-23
100070365577,409567,283851,52.4525474,-1.8606441,2018-11-12
10093329758,409567,283851,52.4525474,-1.8606441,2018-11-12
10093329757,409567,283851,52.4525474,-1.8606441,2018-11-12
10023495063,409575,283866,52.4526821,-1.8605259,2016-02-10
100070365566,409541,283875,52.4527636,-1.861026,2016-02-10
100070365557,409522,283846,52.4525032,-1.8613064,2016-02-10
100070365565,409541,283848,52.4525208,-1.8610268,2016-02-10
100070365573,409558,283851,52.4525475,-1.8607765,2016-02-10
100070365560,409522,283873,52.4527459,-1.8613056,2016-02-10
